Wall time,Step,Value
1698857007.7903705,45,-1.0
1698857008.0627508,162,-1.0
1698857008.1510127,216,-1.0
1698857012.339966,360,-1.0
1698857015.0160172,378,-1.0
1698857015.0714712,405,-1.0
1698857015.307489,477,-1.0
1698857015.3562865,504,-1.0
1698857015.6130629,639,-1.0
1698857015.6463742,666,-1.0
1698857015.9816413,846,-1.0
1698857016.1560447,918,-1.0
1698857016.1852167,945,-1.0
1698857016.2159698,954,-1.0
1698857016.3227217,1017,-1.0
1698857016.524133,1134,1.0
1698857016.7724328,1251,-1.0
1698857016.976056,1350,-1.0
1698857017.0828788,1395,1.0
1698857017.1502476,1422,-1.0
1698857017.4898045,1503,-1.0
1698857017.498378,1512,-1.0
1698857017.74264,1602,-1.0
1698857017.881476,1647,-1.0
1698857017.924399,1665,-1.0
1698857017.9348037,1674,-1.0
1698857018.0191176,1710,-1.0
1698857018.2475836,1782,-1.0
1698857018.391479,1854,-1.0
1698857018.4197936,1863,-1.0
1698857018.5367532,1908,-1.0
1698857018.7924068,2007,-1.0
1698857019.075033,2061,-1.0
1698857019.3015985,2106,-1.0
1698857019.3952677,2133,-1.0
1698857019.69204,2241,-1.0
1698857019.852523,2295,1.0
1698857020.0249572,2340,-1.0
1698857020.3375642,2403,-1.0
1698857020.4890535,2439,-1.0
1698857020.5659297,2457,-1.0
1698857021.2890675,2628,1.0
1698857021.4640114,2673,-1.0
1698857021.4726126,2682,-1.0
1698857021.6121435,2727,1.0
1698857021.768039,2772,-1.0
1698857021.8068485,2790,-1.0
1698857022.0893726,2862,-1.0
1698857022.1543784,2871,-1.0
1698857022.6819265,2970,-1.0
1698857023.138261,3051,1.0
1698857023.4331849,3123,-1.0
1698857024.0506127,3267,-1.0
1698857024.1963644,3303,-1.0
1698857024.7563133,3393,-1.0
1698857026.6539614,3789,1.0
1698857026.686843,3798,-1.0
1698857027.0996797,3870,1.0
1698857027.489123,3951,-1.0
1698857027.5742111,3969,-1.0
1698857027.621448,3978,-1.0
1698857027.7681663,4005,-1.0
1698857028.0222423,4059,-1.0
1698857028.4370208,4140,-1.0
1698857028.6333652,4167,-1.0
1698857028.7226264,4176,-1.0
1698857029.1678822,4266,-1.0
1698857030.0222037,4419,-1.0
1698857030.1202033,4437,-1.0
1698857031.1294234,4563,-1.0
1698857031.444847,4608,-1.0
1698857031.5521288,4626,-1.0
1698857031.6854687,4653,-1.0
1698857032.041471,4725,-1.0
1698857032.5055463,4779,-1.0
1698857032.629434,4797,-1.0
1698857032.8362699,4824,-1.0
1698857033.1500332,4878,-1.0
1698857033.4524016,4923,-1.0
1698857035.2285082,5013,-1.0
1698857037.3945558,5067,1.0
1698857039.7813365,5121,-1.0
1698857041.1149971,5157,-1.0
1698857043.7114313,5211,-1.0
1698857044.3739512,5229,-1.0
1698857045.4266458,5256,-1.0
1698857046.1540082,5274,-1.0
1698857046.4893203,5283,-1.0
1698857048.320258,5328,-1.0
1698857048.7745273,5337,-1.0
1698857052.183518,5418,-1.0
1698857055.2175624,5490,-1.0
1698857057.1552558,5535,-1.0
1698857059.0041134,5580,-1.0
1698857059.7235687,5598,-1.0
1698857064.5190663,5706,-1.0
1698857067.5654004,5769,-1.0
1698857067.9607534,5778,-1.0
1698857068.8158355,5796,-1.0
1698857069.9461427,5823,-1.0
1698857070.5913138,5841,-1.0
1698857075.7094078,5949,-1.0
1698857076.7790942,5976,-1.0
1698857078.2423022,6012,1.0
1698857079.4416878,6039,-1.0
1698857080.50616,6066,-1.0
1698857081.9399042,6102,1.0
1698857082.2601442,6111,1.0
1698857083.7869356,6147,-1.0
1698857085.7359986,6192,1.0
1698857089.779391,6291,-1.0
1698857092.6431088,6354,-1.0
1698857095.6149657,6426,1.0
1698857097.3108847,6462,-1.0
1698857098.4924235,6489,1.0
1698857098.9356031,6498,-1.0
1698857099.2643924,6507,-1.0
1698857102.009235,6570,-1.0
1698857104.2247884,6624,-1.0
1698857105.3229668,6651,-1.0
1698857107.1525922,6687,1.0
1698857108.9289792,6723,-1.0
1698857110.4856462,6759,-1.0
1698857110.7986128,6768,-1.0
1698857112.3630824,6804,-1.0
1698857115.8818393,6885,-1.0
1698857117.5311737,6921,-1.0
1698857117.9349937,6930,-1.0
1698857118.3426247,6939,-1.0
1698857119.2298918,6957,-1.0
1698857119.6467853,6966,-1.0
1698857122.051751,7020,-1.0
1698857123.76325,7056,-1.0
1698857124.195595,7065,1.0
1698857125.1257918,7083,-1.0
1698857127.135639,7128,-1.0
1698857127.4469445,7137,-1.0
1698857127.7783785,7146,-1.0
1698857129.36745,7182,-1.0
1698857130.774743,7218,-1.0
1698857132.8267972,7263,-1.0
1698857133.2767756,7272,1.0
1698857133.6770644,7281,-1.0
1698857142.8991344,7488,-1.0
1698857144.5826402,7524,-1.0
1698857145.2067454,7542,1.0
1698857147.0736496,7587,-1.0
1698857156.6081479,7803,-1.0
1698857157.5414746,7821,-1.0
1698857159.5523465,7866,-1.0
1698857160.2685065,7884,-1.0
1698857161.8517962,7920,-1.0
1698857162.5899227,7938,-1.0
1698857165.8823912,8010,-1.0
1698857168.1844685,8064,-1.0
1698857169.5811749,8100,-1.0
1698857172.3294706,8163,-1.0
1698857173.2314596,8181,-1.0
1698857175.652976,8235,-1.0
1698857176.3870006,8253,-1.0
1698857177.5989149,8280,-1.0
1698857178.809889,8307,-1.0
1698857181.9909675,8379,1.0
1698857182.357899,8388,-1.0
1698857183.6067524,8415,-1.0
1698857186.3425593,8478,1.0
1698857187.9245849,8505,-1.0
1698857191.7113008,8586,-1.0
1698857193.4314547,8622,1.0
1698857194.8651712,8649,-1.0
1698857195.3223202,8658,-1.0
1698857198.893285,8739,1.0
1698857199.2124672,8748,-1.0
1698857200.8613918,8784,-1.0
1698857201.60163,8802,-1.0
1698857202.131965,8811,-1.0
1698857203.8443387,8847,-1.0
1698857204.3068202,8856,-1.0
1698857205.4219656,8883,-1.0
1698857205.9570072,8892,-1.0
1698857209.2115068,8964,-1.0
1698857210.69667,9000,-1.0
1698857211.5425136,9018,-1.0
1698857212.3472488,9036,-1.0
1698857212.7749205,9045,-1.0
1698857216.355284,9126,-1.0
1698857217.5985684,9153,-1.0
1698857221.0467298,9225,-1.0
1698857221.9653027,9243,-1.0
1698857226.7173345,9333,-1.0
1698857229.6525896,9396,1.0
1698857235.0633543,9513,-1.0
1698857237.662768,9567,-1.0
1698857238.8240638,9594,-1.0
1698857239.8566256,9612,1.0
1698857241.6461556,9648,1.0
1698857243.398944,9684,-1.0
1698857244.067886,9702,-1.0
1698857245.9566762,9747,-1.0
1698857246.444323,9756,-1.0
1698857250.6812086,9837,-1.0
1698857253.6314034,9891,-1.0
1698857255.3464637,9927,1.0
1698857255.7013307,9936,1.0
1698857259.509111,10026,-1.0
1698857261.3245904,10071,-1.0
1698857266.8331761,10197,-1.0
1698857267.5657685,10215,-1.0
1698857274.7955308,10395,-1.0
1698857275.1137388,10404,1.0
1698857276.5303671,10440,-1.0
1698857276.9064631,10449,-1.0
1698857277.2004333,10458,1.0
1698857283.7949154,10620,-1.0
1698857288.4258304,10728,-1.0
1698857288.8086255,10737,-1.0
1698857291.0789077,10791,-1.0
1698857291.9881175,10809,-1.0
1698857294.0264347,10854,1.0
1698857294.7488527,10872,-1.0
1698857303.7728558,11088,-1.0
1698857304.6746407,11106,-1.0
1698857308.3779373,11196,-1.0
1698857312.4137492,11295,-1.0
1698857313.4941597,11322,1.0
1698857314.7129877,11349,1.0
1698857319.2849326,11466,-1.0
1698857322.1595054,11529,-1.0
1698857324.2081025,11583,-1.0
1698857326.8265884,11646,-1.0
1698857328.9099996,11700,-1.0
1698857332.934921,11790,1.0
1698857334.8019967,11835,1.0
1698857335.1709795,11844,-1.0
1698857336.4665618,11871,1.0
1698857338.9863315,11925,-1.0
1698857339.8139737,11943,-1.0
1698857340.9404328,11970,-1.0
1698857341.8317022,11997,1.0
1698857343.2457201,12024,-1.0
1698857343.6263106,12033,1.0
1698857350.559628,12195,-1.0
1698857355.7371888,12330,-1.0
1698857361.4208143,12465,1.0
1698857362.507305,12492,1.0
1698857362.8750436,12501,1.0
1698857363.5597055,12519,-1.0
1698857364.0017,12528,1.0
1698857372.1763444,12717,1.0
1698857372.5619714,12726,-1.0
1698857374.3783166,12771,-1.0
1698857375.3729644,12798,-1.0
1698857376.560135,12834,1.0
1698857377.338292,12852,1.0
1698857378.5539362,12888,1.0
1698857380.0810654,12924,1.0
1698857381.514336,12960,-1.0
1698857390.172957,13185,1.0
1698857390.575752,13194,-1.0
1698857394.4537182,13293,-1.0
1698857397.0463834,13365,1.0
1698857397.3023136,13374,-1.0
1698857398.6359503,13401,-1.0
