Wall time,Step,Value
1698855185.0144603,45,-1.0
1698855185.1452816,162,-1.0
1698855185.2118485,216,-1.0
1698855187.2730336,360,-1.0
1698855187.2899413,378,-1.0
1698855189.752306,405,1.0
1698855189.822148,477,-1.0
1698855189.9571366,504,-1.0
1698855190.3713121,639,-1.0
1698855190.3983834,666,1.0
1698855190.860899,846,-1.0
1698855190.9760869,918,-1.0
1698855191.033635,945,-1.0
1698855191.0460963,954,-1.0
1698855191.2204547,1017,1.0
1698855191.4804404,1134,-1.0
1698855191.831217,1251,-1.0
1698855192.1052294,1350,-1.0
1698855192.3276134,1395,1.0
1698855192.5127697,1422,-1.0
1698855192.7434776,1503,-1.0
1698855192.7532346,1512,-1.0
1698855192.9467843,1602,-1.0
1698855193.0483556,1647,-1.0
1698855193.111362,1665,1.0
1698855193.121198,1674,-1.0
1698855193.236321,1710,-1.0
1698855193.4675198,1782,1.0
1698855193.689658,1854,1.0
1698855193.752001,1863,-1.0
1698855193.9075649,1908,-1.0
1698855194.2254298,2007,-1.0
1698855194.480063,2061,-1.0
1698855194.673408,2106,1.0
1698855194.7407346,2133,-1.0
1698855195.060718,2241,-1.0
1698855195.235741,2295,-1.0
1698855195.429262,2340,1.0
1698855195.656729,2403,-1.0
1698855195.789542,2439,-1.0
1698855195.8345454,2457,-1.0
1698855196.6498804,2628,-1.0
1698855196.8509793,2673,-1.0
1698855196.8619874,2682,-1.0
1698855197.0106635,2727,1.0
1698855197.2451527,2772,1.0
1698855197.2845628,2790,-1.0
1698855197.5028348,2862,-1.0
1698855197.5323486,2871,-1.0
1698855197.9208298,2970,-1.0
1698855198.34151,3051,1.0
1698855198.7497525,3123,-1.0
1698855199.4128058,3267,-1.0
1698855199.5955212,3303,-1.0
1698855200.0514567,3393,-1.0
1698855202.096849,3789,1.0
1698855202.1775415,3798,-1.0
1698855202.6932466,3870,-1.0
1698855203.13595,3951,-1.0
1698855203.24042,3969,-1.0
1698855203.2885063,3978,-1.0
1698855203.3898447,4005,1.0
1698855203.6877203,4059,-1.0
1698855204.1959562,4140,1.0
1698855204.3408096,4167,-1.0
1698855204.4267428,4176,-1.0
1698855204.9156454,4266,-1.0
1698855205.7872725,4419,-1.0
1698855205.990588,4437,1.0
1698855206.826645,4563,-1.0
1698855207.0661957,4608,-1.0
1698855207.155939,4626,-1.0
1698855207.2852342,4653,-1.0
1698855207.9347765,4725,-1.0
1698855208.242792,4779,-1.0
1698855208.3449879,4797,1.0
1698855208.513442,4824,-1.0
1698855208.7565567,4878,-1.0
1698855209.0780456,4923,-1.0
1698855211.0225708,5013,-1.0
1698855213.207445,5067,-1.0
1698855215.5514355,5121,-1.0
1698855216.9442003,5157,-1.0
1698855219.2712858,5211,-1.0
1698855219.9330716,5229,-1.0
1698855221.1056552,5256,-1.0
1698855221.8434732,5274,-1.0
1698855222.1471605,5283,-1.0
1698855224.1814864,5328,-1.0
1698855224.77011,5337,-1.0
1698855227.8337295,5418,1.0
1698855231.0701282,5490,-1.0
1698855232.8835857,5535,-1.0
1698855234.8499336,5580,-1.0
1698855235.4598107,5598,-1.0
1698855240.1049287,5706,-1.0
1698855242.8370183,5769,-1.0
1698855243.1522655,5778,1.0
1698855243.8133726,5796,1.0
1698855244.9952154,5823,-1.0
1698855245.6987379,5841,1.0
1698855250.4618468,5949,-1.0
1698855251.62717,5976,-1.0
1698855253.3024592,6012,-1.0
1698855254.1998088,6039,-1.0
1698855255.445445,6066,-1.0
1698855256.8786213,6102,-1.0
1698855257.4134216,6111,-1.0
1698855258.965355,6147,-1.0
1698855260.7751102,6192,1.0
1698855265.2465723,6291,-1.0
1698855267.8121266,6354,1.0
1698855270.9126205,6426,-1.0
1698855272.3432271,6462,-1.0
