Wall time,Step,Value
1698850672.229777,45,-1.0
1698850672.2381084,54,-1.0
1698850672.279015,99,-1.0
1698850672.3052633,126,1.0
1698850672.3139338,135,-1.0
1698850672.349874,162,-1.0
1698850672.362766,171,-1.0
1698850672.3753748,180,-1.0
1698850672.4111376,216,-1.0
1698850674.8035243,324,-1.0
1698850674.8893156,360,-1.0
1698850674.9076645,378,1.0
1698850676.7110467,396,-1.0
1698850676.7218585,405,-1.0
1698850676.7572052,423,-1.0
1698850676.887012,477,-1.0
1698850679.1897516,486,-1.0
1698850679.1989768,495,-1.0
1698850679.2080362,504,-1.0
1698850679.2173765,513,-1.0
1698850679.286036,567,-1.0
1698850679.3017933,585,-1.0
1698850679.318725,603,-1.0
1698850679.3266513,612,-1.0
1698850679.4363368,639,-1.0
1698850679.4475327,648,-1.0
1698850679.4552615,657,-1.0
1698850679.468684,666,1.0
1698850679.597831,711,1.0
1698850679.6745636,756,1.0
1698850679.741863,783,1.0
1698850679.751814,792,-1.0
1698850679.8287518,846,-1.0
1698850680.002417,918,-1.0
1698850680.0394773,945,-1.0
1698850680.0537581,954,-1.0
1698850680.2358298,1017,-1.0
1698850680.3703845,1044,-1.0
1698850680.3864076,1062,-1.0
1698850680.6294851,1125,-1.0
1698850680.6386995,1134,1.0
1698850680.6989863,1161,1.0
1698850680.7078223,1170,-1.0
1698850680.839596,1233,1.0
1698850680.8765335,1251,-1.0
1698850680.8935006,1269,-1.0
1698850680.9445684,1278,-1.0
1698850680.9540036,1287,-1.0
1698850681.1378052,1350,-1.0
1698850681.2995105,1395,-1.0
1698850681.3605509,1413,-1.0
1698850681.3705122,1422,-1.0
1698850681.4384332,1458,-1.0
1698850681.5595033,1503,-1.0
1698850681.5717862,1512,-1.0
1698850681.6636405,1539,-1.0
1698850681.8260486,1593,-1.0
1698850681.8355887,1602,-1.0
1698850681.8952866,1620,1.0
1698850681.9515448,1647,-1.0
1698850682.0101304,1665,-1.0
1698850682.0198345,1674,1.0
1698850682.0767655,1692,1.0
1698850682.1258378,1710,-1.0
1698850682.1340008,1719,-1.0
1698850682.475196,1782,-1.0
1698850682.7720242,1854,-1.0
1698850682.8131526,1863,1.0
1698850682.8267283,1872,1.0
1698850682.9500432,1908,-1.0
1698850683.2175496,1998,-1.0
1698850683.2280524,2007,-1.0
1698850683.2888098,2025,1.0
1698850683.3954515,2061,-1.0
1698850683.4578304,2088,-1.0
1698850683.490517,2097,-1.0
1698850683.5012455,2106,-1.0
1698850683.586887,2133,-1.0
1698850683.9938705,2241,-1.0
1698850684.31169,2295,-1.0
1698850684.4657192,2322,-1.0
1698850684.5603611,2340,1.0
1698850684.5707705,2349,-1.0
1698850684.6336944,2367,-1.0
1698850684.7903788,2403,-1.0
1698850684.9242723,2439,-1.0
1698850684.9623752,2457,1.0
1698850685.1428447,2502,-1.0
1698850685.5903964,2619,-1.0
1698850685.6028028,2628,1.0
1698850685.8684213,2673,-1.0
1698850685.882804,2682,-1.0
1698850686.0474594,2718,-1.0
1698850686.0568604,2727,-1.0
1698850686.1976352,2763,-1.0
1698850686.2399986,2772,-1.0
1698850686.2900798,2790,-1.0
1698850686.4011614,2817,1.0
1698850686.6517143,2862,1.0
1698850686.683086,2871,-1.0
1698850686.713803,2880,1.0
1698850686.959757,2925,-1.0
1698850687.0224702,2934,-1.0
1698850687.0359366,2943,-1.0
1698850687.1714566,2970,-1.0
1698850690.9971714,3051,-1.0
1698850691.7731721,3069,1.0
1698850693.541666,3105,-1.0
1698850694.6685088,3123,-1.0
1698850697.480449,3177,-1.0
1698850697.935964,3186,1.0
1698850700.3926144,3240,-1.0
1698850701.769263,3267,1.0
1698850703.3427095,3303,-1.0
1698850704.8484764,3339,-1.0
1698850705.825639,3357,-1.0
1698850707.4764078,3393,-1.0
1698850707.91898,3402,-1.0
1698850708.2474077,3411,-1.0
1698850709.389916,3429,-1.0
1698850711.7451916,3474,-1.0
1698850713.968308,3519,-1.0
1698850714.535858,3528,-1.0
1698850715.0546522,3537,-1.0
1698850722.2354426,3672,-1.0
1698850725.1675515,3735,-1.0
1698850727.441483,3789,-1.0
1698850727.7617862,3798,-1.0
1698850728.666527,3816,-1.0
1698850729.5089815,3834,-1.0
1698850731.1617765,3870,-1.0
1698850735.5541904,3951,-1.0
1698850736.445756,3969,-1.0
1698850736.909593,3978,-1.0
1698850737.9826841,4005,1.0
1698850740.7597232,4059,-1.0
1698850744.4931083,4131,-1.0
1698850745.0264435,4140,-1.0
1698850746.2645705,4167,-1.0
1698850746.6227138,4176,-1.0
1698850748.2466006,4212,-1.0
1698850750.3127303,4257,-1.0
1698850750.6201992,4266,-1.0
1698850755.0664334,4365,-1.0
1698850756.20136,4392,-1.0
1698850756.5550735,4401,-1.0
1698850757.4741259,4419,-1.0
1698850758.3023994,4437,-1.0
1698850759.7255025,4464,-1.0
1698850764.1155214,4563,1.0
1698850766.0457802,4608,-1.0
1698850766.8770459,4626,-1.0
1698850767.8634913,4653,1.0
1698850768.8137176,4671,-1.0
1698850771.0208354,4716,1.0
1698850771.3861187,4725,1.0
1698850773.731867,4779,1.0
1698850774.5551875,4797,-1.0
1698850774.8962317,4806,1.0
1698850775.644235,4824,-1.0
1698850776.150103,4833,-1.0
1698850777.1242106,4860,1.0
1698850777.900018,4878,1.0
1698850779.6838987,4923,-1.0
1698850779.9626758,4932,-1.0
1698850780.3473327,4941,1.0
1698850783.4715097,5013,-1.0
1698850784.1270301,5031,-1.0
1698850785.4553108,5067,-1.0
1698850785.7745948,5076,-1.0
1698850786.1399927,5085,-1.0
1698850787.6756368,5121,-1.0
1698850789.166498,5157,-1.0
1698850789.5392678,5166,1.0
1698850790.6679335,5193,1.0
1698850791.4704478,5211,-1.0
1698850791.8937516,5220,1.0
1698850792.2103841,5229,-1.0
1698850792.4947488,5238,-1.0
1698850792.9943616,5247,-1.0
1698850793.4582446,5256,-1.0
1698850794.1982992,5274,1.0
1698850794.564445,5283,-1.0
1698850796.3357742,5328,-1.0
1698850796.704862,5337,-1.0
1698850798.267825,5373,1.0
1698850799.5053735,5400,-1.0
1698850800.1455657,5418,-1.0
1698850802.217931,5472,-1.0
1698850803.1707845,5490,-1.0
1698850804.9939947,5535,-1.0
1698850806.749833,5571,-1.0
1698850807.0685842,5580,-1.0
1698850807.8163774,5598,-1.0
1698850812.7358959,5706,-1.0
1698850815.3011143,5769,-1.0
1698850815.586178,5778,-1.0
1698850816.5428388,5796,-1.0
1698850816.8608215,5805,-1.0
1698850817.2617667,5814,-1.0
1698850817.6476743,5823,-1.0
1698850818.495344,5841,-1.0
1698850819.45983,5868,-1.0
1698850821.221761,5904,-1.0
1698850821.6304452,5913,1.0
1698850823.171913,5949,-1.0
1698850824.4994433,5976,-1.0
1698850825.9918792,6012,-1.0
1698850826.9619184,6039,-1.0
1698850827.5589554,6048,-1.0
1698850827.8640115,6057,1.0
1698850828.2199578,6066,1.0
1698850828.5307384,6075,-1.0
1698850829.4166324,6093,-1.0
1698850829.70144,6102,1.0
1698850830.045183,6111,-1.0
1698850831.2906291,6138,-1.0
1698850831.64546,6147,-1.0
1698850831.9214208,6156,-1.0
1698850832.5875523,6174,-1.0
1698850833.3788824,6192,1.0
1698850833.708948,6201,-1.0
1698850836.443955,6264,-1.0
1698850837.699478,6291,-1.0
1698850838.3054883,6309,-1.0
1698850839.208895,6327,-1.0
1698850840.1944485,6354,-1.0
1698850841.2072294,6372,-1.0
1698850841.914598,6390,-1.0
1698850843.4588842,6426,-1.0
1698850844.9926922,6462,-1.0
1698850846.0888534,6489,1.0
1698850846.3932528,6498,-1.0
1698850846.9118989,6507,-1.0
1698850847.2774458,6516,-1.0
1698850849.4913208,6570,-1.0
1698850851.7777152,6624,-1.0
1698850852.7462218,6642,1.0
1698850853.1337035,6651,-1.0
1698850853.4929006,6660,-1.0
1698850854.7432835,6687,1.0
1698850855.951243,6714,-1.0
1698850856.3802886,6723,-1.0
1698850857.5953362,6750,1.0
1698850858.1424227,6759,-1.0
1698850858.629811,6768,-1.0
1698850859.2375004,6786,-1.0
1698850860.0977428,6804,-1.0
1698850862.3238962,6858,-1.0
1698850863.4875166,6885,1.0
1698850863.9216397,6894,-1.0
1698850864.9967897,6921,-1.0
1698850865.5068083,6930,1.0
1698850865.840923,6939,-1.0
1698850866.5611973,6957,-1.0
1698850867.0165594,6966,1.0
1698850869.350325,7020,-1.0
1698850871.292674,7056,-1.0
1698850871.6793191,7065,1.0
1698850872.3750126,7083,-1.0
1698850873.3061593,7101,-1.0
1698850873.936289,7119,-1.0
1698850874.2501361,7128,1.0
1698850874.7587802,7137,1.0
1698850875.1038628,7146,-1.0
1698850875.468717,7155,1.0
1698850876.5614192,7182,-1.0
1698850877.4771264,7200,-1.0
1698850878.1773396,7218,-1.0
1698850879.3861992,7245,-1.0
1698850880.069185,7263,1.0
1698850880.5791886,7272,-1.0
1698850880.945109,7281,-1.0
1698850883.197565,7335,-1.0
1698850883.6180787,7344,1.0
1698850884.5689633,7362,-1.0
1698850885.5987914,7389,-1.0
1698850887.0539887,7425,-1.0
1698850888.2604144,7452,-1.0
1698850889.5659103,7479,-1.0
1698850889.9752421,7488,-1.0
1698850890.6959434,7506,-1.0
1698850891.5753906,7524,-1.0
1698850892.303923,7542,-1.0
1698850894.1901076,7587,-1.0
1698850895.6233897,7614,-1.0
1698850896.386605,7632,1.0
1698850897.735584,7659,-1.0
1698850901.2579896,7731,-1.0
