Wall time,Step,Value
1698858454.2120328,45,1.0
1698858454.3145986,162,-1.0
1698858454.3580935,216,-1.0
1698858458.4169214,360,-1.0
1698858460.817421,378,-1.0
1698858460.8425307,405,-1.0
1698858460.9408987,477,-1.0
1698858460.9615831,504,-1.0
1698858461.1611435,639,-1.0
1698858461.2034934,666,-1.0
1698858461.4563358,846,-1.0
1698858461.570033,918,-1.0
1698858461.5906227,945,1.0
1698858461.6269376,954,1.0
1698858461.7034092,1017,-1.0
1698858461.8847232,1134,1.0
1698858462.3165894,1251,-1.0
1698858462.5009487,1350,1.0
1698858462.6123679,1395,-1.0
1698858462.6965356,1422,-1.0
1698858462.8783863,1503,-1.0
1698858462.8863058,1512,-1.0
1698858463.0855873,1602,-1.0
1698858463.2233567,1647,-1.0
1698858463.2838767,1665,1.0
1698858463.2923753,1674,-1.0
1698858463.3961802,1710,1.0
1698858463.6041641,1782,-1.0
1698858463.8844216,1854,1.0
1698858463.9339044,1863,1.0
1698858464.0549676,1908,-1.0
1698858464.3125937,2007,-1.0
1698858464.4850872,2061,1.0
1698858464.5906978,2106,-1.0
1698858464.6753871,2133,1.0
1698858465.0128138,2241,-1.0
1698858465.1542273,2295,-1.0
1698858465.352497,2340,-1.0
1698858465.6436257,2403,-1.0
1698858465.7700806,2439,-1.0
1698858465.805334,2457,1.0
1698858466.3268123,2628,-1.0
1698858466.4723415,2673,-1.0
1698858466.4805617,2682,-1.0
1698858466.591509,2727,-1.0
1698858466.7535796,2772,-1.0
1698858466.7971132,2790,-1.0
1698858467.1105738,2862,-1.0
1698858467.146762,2871,-1.0
1698858467.5550544,2970,1.0
1698858467.8380551,3051,-1.0
1698858468.088465,3123,-1.0
1698858468.5859826,3267,1.0
1698858468.700281,3303,-1.0
1698858469.0184247,3393,1.0
1698858470.7541037,3789,1.0
1698858470.7611601,3798,-1.0
1698858471.2077088,3870,-1.0
1698858471.5894043,3951,-1.0
1698858471.6939466,3969,1.0
1698858471.7294116,3978,-1.0
1698858471.888855,4005,-1.0
1698858472.1760638,4059,-1.0
1698858472.5253623,4140,1.0
1698858472.6478546,4167,-1.0
1698858472.7182612,4176,-1.0
1698858473.249578,4266,-1.0
1698858473.9627292,4419,-1.0
1698858474.0217657,4437,1.0
1698858474.7605245,4563,-1.0
1698858475.0523047,4608,-1.0
1698858475.162668,4626,-1.0
1698858475.405969,4653,1.0
1698858475.7172923,4725,-1.0
1698858475.9706576,4779,1.0
1698858476.0362763,4797,-1.0
1698858476.1630998,4824,1.0
1698858476.4053757,4878,-1.0
1698858476.6456263,4923,-1.0
1698858478.7917135,5013,-1.0
1698858480.7873728,5067,-1.0
1698858482.61969,5121,-1.0
1698858483.968923,5157,1.0
1698858485.9719033,5211,-1.0
1698858486.5949702,5229,-1.0
1698858487.5655038,5256,1.0
1698858488.1745043,5274,-1.0
1698858488.454362,5283,-1.0
1698858490.1015184,5328,1.0
1698858490.5687137,5337,1.0
1698858493.9864752,5418,1.0
1698858496.5246084,5490,-1.0
1698858498.3034399,5535,-1.0
1698858499.9786956,5580,-1.0
1698858500.5797904,5598,1.0
1698858504.6214015,5706,-1.0
1698858507.040437,5769,1.0
1698858507.3514373,5778,-1.0
1698858508.0531285,5796,-1.0
1698858509.0954475,5823,-1.0
1698858509.7315571,5841,-1.0
1698858513.987255,5949,-1.0
1698858514.9622,5976,-1.0
1698858516.3265405,6012,1.0
1698858517.214559,6039,-1.0
1698858518.3541658,6066,1.0
1698858519.6184235,6102,-1.0
1698858520.0545163,6111,-1.0
1698858521.2610004,6147,-1.0
1698858523.184174,6192,-1.0
1698858527.1474216,6291,-1.0
1698858529.712019,6354,-1.0
1698858532.9719162,6426,-1.0
1698858534.43862,6462,-1.0
1698858535.343883,6489,-1.0
1698858535.6518395,6498,-1.0
1698858536.0965028,6507,-1.0
1698858538.4425077,6570,1.0
1698858540.559219,6624,-1.0
1698858541.5111651,6651,1.0
1698858543.1040814,6687,1.0
1698858544.4964478,6723,-1.0
1698858545.9974165,6759,-1.0
1698858546.386736,6768,-1.0
1698858547.8026285,6804,-1.0
1698858551.0542428,6885,-1.0
1698858552.3874102,6921,-1.0
1698858552.7603393,6930,-1.0
1698858553.0568993,6939,1.0
1698858553.681593,6957,-1.0
1698858554.0422935,6966,-1.0
1698858556.3023455,7020,-1.0
1698858557.6666322,7056,-1.0
1698858558.055559,7065,-1.0
1698858558.8012671,7083,-1.0
1698858560.655021,7128,-1.0
1698858561.07566,7137,-1.0
1698858561.475178,7146,1.0
1698858562.6818583,7182,-1.0
1698858564.111485,7218,-1.0
1698858566.1190503,7263,-1.0
1698858566.382005,7272,-1.0
1698858566.9462683,7281,-1.0
1698858574.9452026,7488,-1.0
1698858576.2477036,7524,-1.0
1698858577.0270798,7542,-1.0
1698858578.8482301,7587,1.0
1698858587.4540193,7803,-1.0
1698858588.1759367,7821,-1.0
1698858590.0934374,7866,1.0
1698858590.8218062,7884,1.0
1698858592.4933794,7920,1.0
1698858593.2768893,7938,-1.0
1698858596.0793922,8010,1.0
1698858598.144274,8064,-1.0
1698858599.8058,8100,1.0
1698858602.6813388,8163,-1.0
1698858603.3463047,8181,-1.0
1698858605.4355462,8235,-1.0
1698858606.206047,8253,-1.0
1698858607.2573,8280,-1.0
1698858608.445336,8307,-1.0
1698858611.2192104,8379,-1.0
1698858611.6219158,8388,-1.0
1698858612.6909888,8415,-1.0
1698858615.6650956,8478,1.0
1698858616.7515678,8505,1.0
1698858620.4506035,8586,-1.0
1698858621.708882,8622,-1.0
1698858622.9860485,8649,1.0
1698858623.3458276,8658,-1.0
1698858626.7440698,8739,1.0
1698858627.1531088,8748,1.0
1698858628.7883215,8784,-1.0
1698858629.6583872,8802,-1.0
1698858630.0895977,8811,1.0
1698858631.7495706,8847,-1.0
1698858632.129086,8856,-1.0
1698858633.3607173,8883,-1.0
1698858633.7082908,8892,-1.0
1698858636.712009,8964,-1.0
1698858637.963049,9000,1.0
1698858638.814031,9018,1.0
1698858639.4999213,9036,-1.0
1698858640.0249329,9045,-1.0
1698858643.3111603,9126,-1.0
1698858644.4358602,9153,-1.0
1698858647.5443687,9225,1.0
1698858648.297367,9243,-1.0
1698858652.5232165,9333,-1.0
1698858655.1238353,9396,1.0
1698858660.1231568,9513,1.0
1698858662.1753476,9567,-1.0
1698858663.4615583,9594,-1.0
1698858664.3563373,9612,-1.0
1698858665.8632338,9648,-1.0
1698858667.496444,9684,-1.0
1698858668.2320838,9702,-1.0
1698858670.276142,9747,-1.0
1698858670.7270575,9756,-1.0
1698858674.4542694,9837,1.0
1698858676.9079275,9891,1.0
1698858678.56066,9927,-1.0
1698858678.917424,9936,-1.0
1698858682.8074899,10026,1.0
1698858684.275263,10071,-1.0
1698858689.2301867,10197,1.0
1698858690.0034728,10215,-1.0
1698858696.4094532,10395,-1.0
1698858696.7162366,10404,-1.0
1698858698.1297565,10440,1.0
1698858698.401526,10449,1.0
1698858698.7974691,10458,1.0
1698858704.841398,10620,-1.0
1698858708.887,10728,1.0
1698858709.2857194,10737,-1.0
1698858711.3373158,10791,1.0
1698858711.974414,10809,-1.0
1698858713.9614913,10854,1.0
1698858714.8750782,10872,-1.0
1698858723.3621192,11088,1.0
1698858723.9227622,11106,-1.0
1698858727.2749596,11196,1.0
1698858730.8555465,11295,-1.0
1698858731.9281995,11322,-1.0
1698858732.9211402,11349,1.0
1698858737.2818046,11466,-1.0
1698858739.5072446,11529,1.0
1698858741.3915713,11583,1.0
1698858743.6795604,11646,1.0
1698858745.7651417,11700,1.0
1698858749.3783789,11790,1.0
1698858751.1090536,11835,1.0
1698858751.4544854,11844,1.0
1698858752.3490841,11871,1.0
1698858754.3315682,11925,1.0
1698858755.1223834,11943,1.0
1698858756.224409,11970,-1.0
1698858757.169513,11997,1.0
1698858758.2938066,12024,-1.0
1698858758.603821,12033,-1.0
1698858764.945735,12195,1.0
1698858769.827616,12330,1.0
1698858775.7061012,12465,1.0
1698858776.693857,12492,1.0
1698858777.220579,12501,1.0
1698858778.0207348,12519,1.0
1698858778.293296,12528,-1.0
1698858785.2716088,12717,1.0
1698858785.555051,12726,-1.0
1698858787.1716127,12771,1.0
1698858788.3600328,12798,1.0
1698858789.8828037,12834,-1.0
1698858790.5136945,12852,1.0
1698858791.921144,12888,1.0
1698858793.262008,12924,1.0
1698858794.5836725,12960,1.0
1698858803.3765497,13185,1.0
1698858803.7978933,13194,-1.0
1698858807.3141413,13293,1.0
1698858809.9517143,13365,1.0
1698858810.2640502,13374,1.0
1698858811.1582868,13401,1.0
1698858811.9696193,13419,1.0
1698858812.3157334,13428,1.0
1698858815.569792,13509,-1.0
1698858817.8559682,13572,1.0
1698858822.9959252,13707,1.0
1698858823.412043,13716,1.0
1698858824.3784041,13743,1.0
1698858830.5060067,13914,1.0
1698858832.1510096,13959,1.0
1698858832.4031348,13968,1.0
1698858833.1898642,13986,1.0
1698858835.8015802,14049,1.0
1698858838.1054468,14112,1.0
1698858838.5508826,14121,1.0
1698858841.1958508,14202,1.0
1698858842.5760543,14238,1.0
1698858843.2473118,14256,1.0
1698858844.4423862,14292,1.0
1698858847.491131,14373,1.0
1698858849.643281,14436,1.0
1698858849.9484305,14445,1.0
1698858851.4783857,14490,1.0
1698858853.999975,14562,1.0
1698858857.039632,14643,1.0
1698858857.3858411,14652,1.0
1698858858.855636,14688,1.0
1698858860.4628887,14733,1.0
1698858861.4462695,14760,1.0
1698858862.291892,14778,1.0
1698858863.3636303,14805,1.0
1698858864.3606153,14832,1.0
1698858865.6444144,14868,1.0
1698858868.0878098,14940,1.0
1698858870.7550647,15012,1.0
1698858871.9530945,15048,1.0
1698858872.9062197,15075,1.0
1698858873.1984346,15084,1.0
1698858875.0636368,15138,1.0
1698858877.8350654,15219,1.0
1698858879.2818325,15255,1.0
1698858879.5817006,15264,1.0
1698858879.9827812,15273,1.0
1698858880.7064183,15291,1.0
1698858881.44921,15318,1.0
1698858883.7277813,15381,1.0
1698858886.4900434,15462,1.0
1698858890.0306525,15552,1.0
1698858891.5862873,15588,1.0
1698858892.4991307,15606,1.0
1698858893.2859101,15633,1.0
1698858895.087085,15678,1.0
1698858896.3005502,15705,1.0
1698858896.601362,15714,1.0
1698858896.9392939,15723,1.0
1698858898.5733716,15768,1.0
1698858903.3873441,15894,1.0
1698858906.3968768,15975,1.0
1698858908.5598333,16029,1.0
1698858910.7782016,16092,1.0
1698858911.0240552,16101,1.0
1698858913.8660927,16182,1.0
1698858916.245411,16245,1.0
1698858919.974344,16353,1.0
1698858922.4182792,16416,1.0
1698858923.1084974,16434,1.0
1698858924.2422228,16470,1.0
1698858927.3252025,16560,1.0
1698858927.5985093,16569,1.0
1698858928.731399,16596,1.0
1698858930.31903,16641,1.0
1698858931.5499122,16677,1.0
1698858935.669082,16794,1.0
1698858936.543539,16821,1.0
1698858938.5096507,16875,1.0
1698858938.8795366,16884,1.0
1698858939.2069025,16893,1.0
1698858944.2289555,17037,1.0
1698858949.803755,17199,1.0
1698858951.6812673,17253,1.0
1698858954.083042,17316,1.0
1698858956.0787733,17370,1.0
1698858957.4068258,17406,1.0
1698858957.8512957,17424,1.0
1698858958.5900984,17442,1.0
1698858960.427168,17496,1.0
1698858961.291171,17523,1.0
1698858962.0461411,17541,1.0
1698858962.8822052,17568,1.0
1698858963.937597,17595,1.0
1698858965.0532076,17622,1.0
1698858968.0419044,17703,1.0
1698858968.7600164,17721,1.0
1698858972.7523448,17829,1.0
1698858973.0574791,17838,1.0
1698858973.3507886,17847,1.0
1698858978.1667962,17973,1.0
1698858979.4303076,18009,1.0
1698858980.6143913,18045,1.0
1698858981.9779387,18081,1.0
1698858982.2746313,18090,1.0
1698858983.4662871,18117,1.0
1698858983.9995642,18135,1.0
1698858984.607527,18153,1.0
1698858987.0435789,18225,1.0
1698858987.5779457,18243,1.0
1698858988.6331477,18270,1.0
1698858989.3999994,18297,1.0
1698858990.4380522,18324,1.0
1698858991.1194468,18342,1.0
1698858992.1832654,18369,1.0
