Wall time,Step,Value
1698857213.9923036,45,-1.0
1698857214.0025852,54,1.0
1698857214.0586433,99,-1.0
1698857214.0886383,126,-1.0
1698857214.1011064,135,-1.0
1698857214.1301491,162,-1.0
1698857214.13898,171,-1.0
1698857214.1483376,180,-1.0
1698857214.184265,216,1.0
1698857215.9306777,324,-1.0
1698857215.96334,360,1.0
1698857215.980414,378,-1.0
1698857218.239038,396,-1.0
1698857218.248898,405,-1.0
1698857218.2675946,423,-1.0
1698857218.3313336,477,1.0
1698857218.3841434,486,-1.0
1698857218.3930798,495,-1.0
1698857218.4021473,504,-1.0
1698857218.411315,513,-1.0
1698857218.5062811,567,-1.0
1698857218.5275075,585,-1.0
1698857218.5441833,603,-1.0
1698857218.5538676,612,-1.0
1698857218.6241515,639,-1.0
1698857218.6327899,648,-1.0
1698857218.6408198,657,-1.0
1698857218.6525187,666,-1.0
1698857218.7148237,711,-1.0
1698857218.8402543,756,-1.0
1698857218.9065425,783,-1.0
1698857218.9903085,792,1.0
1698857219.0841727,846,1.0
1698857219.1941502,918,-1.0
1698857219.238603,945,-1.0
1698857219.2484107,954,-1.0
1698857219.396801,1017,1.0
1698857219.4943447,1044,1.0
1698857219.5179095,1062,1.0
1698857219.7405427,1125,1.0
1698857219.7527628,1134,-1.0
1698857219.8284755,1161,-1.0
1698857219.8381212,1170,-1.0
1698857219.9548965,1233,-1.0
1698857220.0132577,1251,-1.0
1698857220.0352826,1269,-1.0
1698857220.0953808,1278,-1.0
1698857220.1053104,1287,-1.0
1698857220.2364953,1350,-1.0
1698857220.3451645,1395,1.0
1698857220.360782,1413,-1.0
1698857220.4373314,1422,-1.0
1698857220.5957003,1458,-1.0
1698857220.7636976,1503,1.0
1698857220.7734988,1512,1.0
1698857220.8970263,1539,-1.0
1698857221.0464137,1593,-1.0
1698857221.0603511,1602,-1.0
1698857221.1278288,1620,-1.0
1698857221.1762967,1647,-1.0
1698857221.2622342,1665,1.0
1698857221.28225,1674,-1.0
1698857221.3720872,1692,-1.0
1698857221.4583852,1710,-1.0
1698857221.4717677,1719,1.0
1698857221.6967309,1782,-1.0
1698857221.8433862,1854,-1.0
1698857221.873018,1863,-1.0
1698857221.8826334,1872,1.0
1698857221.9845493,1908,-1.0
1698857222.241763,1998,1.0
1698857222.3092487,2007,-1.0
1698857222.363591,2025,1.0
1698857222.56167,2061,1.0
1698857222.6900687,2088,-1.0
1698857222.8260686,2097,-1.0
1698857222.8515363,2106,-1.0
1698857222.9613109,2133,1.0
1698857223.3003287,2241,-1.0
1698857223.4786115,2295,-1.0
1698857223.579279,2322,-1.0
1698857223.6404743,2340,-1.0
1698857223.6561568,2349,-1.0
1698857223.7377102,2367,-1.0
1698857223.8818917,2403,-1.0
